"female_30.hist","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"BEN",0.066156021,0.064847533,0.063539046,0.062230558,0.060922071,0.059613583,0.058548579,0.057483575,0.056418572,0.055353568,0.054288564,0.052706424,0.051124283,0.049542143,0.047960002,0.046377862,0.044804517,0.043231172,0.041657827,0.040084482,0.038511137,0.037357378,0.03620362,0.035049861,0.033896103,0.032742344,0.032102621,0.031462899,0.030823176,0.030183454,0.029543731,0.028433854,0.027323978,0.026214101,0.025104225,0.023994348,0.023396026,0.022797704,0.022199382,0.02160106,0.021002738,0.021550272,0.022097807,0.022645341,0.023192876,0.02374041,0.02377082,0.02380123,0.023831641,0.023862051,0.023892461,0.023366499,0.022840537,0.022314575,0.021788613,0.021262651,0.021007805,0.020752958,0.020498112,0.020243265,0.019988419,0.019733573,0.019478726,0.01922388,0.018969033,0.018714187
"BFA",0.065499315,0.064328124,0.063156934,0.061985743,0.060814553,0.059643362,0.058584614,0.057525866,0.056467119,0.055408371,0.054349623,0.053422481,0.052495339,0.051568197,0.050641055,0.049713913,0.048719507,0.0477251,0.046730694,0.045736287,0.044741881,0.043519328,0.042296776,0.041074223,0.039851671,0.038629118,0.036566411,0.034503705,0.032440998,0.030378292,0.028315585,0.028333481,0.028351377,0.028369274,0.02838717,0.028405066,0.028774415,0.029143764,0.029513112,0.029882461,0.03025181,0.030260726,0.030269642,0.030278559,0.030287475,0.030296391,0.030148505,0.030000618,0.029852732,0.029704845,0.029556959,0.029056193,0.028555426,0.02805466,0.027553893,0.027053127,0.026453764,0.025854401,0.025255039,0.024655676,0.024056313,0.02345695,0.022857587,0.022258225,0.021658862,0.021059499
"BGD",0.026119436,0.025590392,0.025061349,0.024532305,0.024003262,0.023474218,0.022993779,0.022513341,0.022032902,0.021552464,0.021072025,0.020636613,0.020201201,0.01976579,0.019330378,0.018894966,0.018615757,0.018336548,0.01805734,0.017778131,0.017498922,0.017044472,0.016590023,0.016135573,0.015681124,0.015226674,0.014932862,0.014639051,0.014345239,0.014051428,0.013757616,0.013507834,0.013258052,0.01300827,0.012758488,0.012508706,0.01228433,0.012059954,0.011835577,0.011611201,0.011386825,0.011174085,0.010961345,0.010748604,0.010535864,0.010323124,0.010112584,0.009902043,0.009691503,0.009480963,0.009270422,0.008843694,0.008416966,0.007990237,0.007563509,0.007136781,0.006838025,0.006539268,0.006240512,0.005941756,0.005643,0.005344244,0.005045488,0.004746732,0.004447975,0.004149219
"BGR",0.011736391,0.010812242,0.009888092,0.008963943,0.008039793,0.007115644,0.006784646,0.006453648,0.006122651,0.005791653,0.005460655,0.005291451,0.005122246,0.004953041,0.004783836,0.004614632,0.004565856,0.00451708,0.004468305,0.004419529,0.004370754,0.004336946,0.004303138,0.00426933,0.004235522,0.004201714,0.004172809,0.004143903,0.004114997,0.004086092,0.004057186,0.004060156,0.004063126,0.004066096,0.004069065,0.004072035,0.004105893,0.00413975,0.004173608,0.004207465,0.004241323,0.004240392,0.004239461,0.004238531,0.0042376,0.00423667,0.004165942,0.004095215,0.004024488,0.003953761,0.003883034,0.003818243,0.003753453,0.003688663,0.003623873,0.003559082,0.003486319,0.003413556,0.003340793,0.00326803,0.003195267,0.003122504,0.003049741,0.002976978,0.002904215,0.002831452
"BHR",0.033550438,0.03079335,0.028036263,0.025279175,0.022522088,0.019765,0.0181762,0.0165874,0.0149986,0.0134098,0.011821,0.0109264,0.0100318,0.0091372,0.0082426,0.007348,0.006851,0.006354,0.005857,0.00536,0.004863,0.0045902,0.0043174,0.0040446,0.0037718,0.003499,0.0033584,0.0032178,0.0030772,0.0029366,0.002796,0.002741183,0.002686367,0.00263155,0.002576734,0.002521917,0.002514936,0.002507955,0.002500974,0.002493993,0.002487012,0.00248901,0.002491008,0.002493006,0.002495004,0.002497002,0.002487029,0.002477055,0.002467081,0.002457108,0.002447134,0.002424189,0.002401243,0.002378298,0.002355352,0.002332407,0.002302518,0.00227263,0.002242741,0.002212853,0.002182964,0.002153076,0.002123187,0.002093299,0.00206341,0.002033522
"BHS",0.020055573,0.019758177,0.019460781,0.019163386,0.01886599,0.018568594,0.01829304,0.018017487,0.017741933,0.01746638,0.017190826,0.016935541,0.016680256,0.016424971,0.016169686,0.015914401,0.01567792,0.015441438,0.015204957,0.014968475,0.014731994,0.014512953,0.014293913,0.014074872,0.013855832,0.013636791,0.013433924,0.013231057,0.01302819,0.012825323,0.012622456,0.012434585,0.012246713,0.012058842,0.01187097,0.011683099,0.011733853,0.011784607,0.01183536,0.011886114,0.011936868,0.0121226,0.012308332,0.012494064,0.012679796,0.012865528,0.012678799,0.01249207,0.01230534,0.012118611,0.011931882,0.011605426,0.01127897,0.010952514,0.010626058,0.010299602,0.010081458,0.009863313,0.009645169,0.009427025,0.00920888,0.008990736,0.008772592,0.008554447,0.008336303,0.008118159
"BIH",0.009651448,0.009329733,0.009008018,0.008686303,0.008364588,0.008042873,0.007896639,0.007750405,0.007604171,0.007457937,0.007311703,0.007120963,0.006930223,0.006739483,0.006548743,0.006358003,0.00614607,0.005934136,0.005722203,0.005510269,0.005298336,0.005160119,0.005021901,0.004883684,0.004745466,0.004607249,0.004523481,0.004439713,0.004355944,0.004272176,0.004188408,0.004148518,0.004108629,0.004068739,0.00402885,0.00398896,0.004079282,0.004169605,0.004259927,0.004350249,0.004440572,0.004164457,0.003888343,0.003612229,0.003336114,0.00306,0.00298,0.0029,0.00282,0.00274,0.00266,0.002634,0.002608,0.002582,0.002556,0.00253,0.002499123,0.002468247,0.00243737,0.002406493,0.002375617,0.00234474,0.002313864,0.002282987,0.00225211,0.002221234
"BLR",0.010671323,0.010055093,0.009438862,0.008822632,0.008206402,0.007590171,0.00728127,0.006972369,0.006663468,0.006354566,0.006045665,0.005903655,0.005761644,0.005619634,0.005477623,0.005335613,0.005295411,0.005255209,0.005215008,0.005174806,0.005134604,0.00513037,0.005126137,0.005121903,0.005117669,0.005113435,0.005171877,0.00523032,0.005288762,0.005347204,0.005405646,0.005193784,0.004981923,0.004770061,0.0045582,0.004346338,0.004447332,0.004548327,0.004649321,0.004750315,0.004851309,0.004983494,0.005115679,0.005247864,0.005380049,0.005512234,0.00563021,0.005748186,0.005866163,0.005984139,0.006102115,0.006096338,0.006090561,0.006084785,0.006079008,0.006073231,0.005900944,0.005728657,0.00555637,0.005384084,0.005211797,0.00503951,0.004867223,0.004694936,0.004522649,0.004350363
"BLZ",0.02252134,0.021725464,0.020929588,0.020133712,0.019337836,0.01854196,0.017822598,0.017103236,0.016383874,0.015664512,0.01494515,0.014323586,0.013702022,0.013080458,0.012458894,0.01183733,0.011298474,0.010759618,0.010220762,0.009681906,0.00914305,0.00872033,0.00829761,0.00787489,0.00745217,0.00702945,0.006776894,0.006524338,0.006271782,0.006019226,0.00576667,0.005600236,0.005433802,0.005267368,0.005100934,0.0049345,0.005768194,0.006601888,0.007435582,0.008269276,0.00910297,0.008981141,0.008859312,0.008737483,0.008615654,0.008493825,0.008525023,0.00855622,0.008587418,0.008618615,0.008649813,0.008480523,0.008311234,0.008141944,0.007972655,0.007803365,0.007769024,0.007734683,0.007700342,0.007666001,0.00763166,0.007597319,0.007562978,0.007528637,0.007494296,0.007459955
"BOL",0.043586307,0.043231647,0.042876987,0.042522328,0.042167668,0.041813008,0.041421803,0.041030598,0.040639393,0.040248188,0.039856983,0.039423173,0.038989363,0.038555554,0.038121744,0.037687934,0.03719144,0.036694946,0.036198453,0.035701959,0.035205465,0.034528626,0.033851787,0.033174948,0.032498109,0.03182127,0.031065841,0.030310412,0.029554982,0.028799553,0.028044124,0.027318649,0.026593174,0.025867699,0.025142224,0.024416749,0.023738402,0.023060055,0.022381709,0.021703362,0.021025015,0.020409372,0.019793729,0.019178085,0.018562442,0.017946799,0.017405333,0.016863866,0.0163224,0.015780933,0.015239467,0.014777476,0.014315484,0.013853493,0.013391501,0.01292951,0.012528778,0.012128046,0.011727315,0.011326583,0.010925851,0.010525119,0.010124387,0.009723656,0.009322924,0.008922192
"BRA",0.031587255,0.031041553,0.030495851,0.029950149,0.029404447,0.028858745,0.027902038,0.026945331,0.025988623,0.025031916,0.024075209,0.022960968,0.021846727,0.020732486,0.019618245,0.018504004,0.017609488,0.016714971,0.015820455,0.014925938,0.014031422,0.013833294,0.013635166,0.013437038,0.01323891,0.013040782,0.01279458,0.012548378,0.012302177,0.012055975,0.011809773,0.011483439,0.011157105,0.010830771,0.010504437,0.010178103,0.009844104,0.009510105,0.009176106,0.008842107,0.008508107,0.008260682,0.008013257,0.007765832,0.007518407,0.007270982,0.007002062,0.006733143,0.006464223,0.006195304,0.005926385,0.005760113,0.005593842,0.005427571,0.0052613,0.005095029,0.005073671,0.005052313,0.005030955,0.005009597,0.004988239,0.004966881,0.004945523,0.004924165,0.004902808,0.00488145
"BRB",0.022983341,0.022327014,0.021670687,0.021014359,0.020358032,0.019701705,0.019133989,0.018566273,0.017998558,0.017430842,0.016863126,0.016376604,0.015890083,0.015403561,0.01491704,0.014430518,0.014013741,0.013596965,0.013180188,0.012763412,0.012346635,0.011989724,0.011632812,0.011275901,0.010918989,0.010562078,0.01025652,0.009950962,0.009645403,0.009339845,0.009034287,0.008772756,0.008511226,0.008249696,0.007988165,0.007726635,0.007502834,0.007279034,0.007055234,0.006831433,0.006607633,0.006416153,0.006224674,0.006033194,0.005841714,0.005650234,0.005486432,0.00532263,0.005158828,0.004995026,0.004831224,0.004691117,0.00455101,0.004410903,0.004270795,0.004130688,0.004009542,0.003888396,0.00376725,0.003646103,0.003524957,0.003403811,0.003282664,0.003161518,0.003040372,0.002919226
"BRN",0.021199368,0.020593656,0.019987944,0.019382231,0.018776519,0.018170807,0.017616326,0.017061845,0.016507363,0.015952882,0.015398401,0.014927472,0.014456543,0.013985614,0.013514685,0.013043756,0.012644437,0.012245117,0.011845798,0.011446478,0.011047159,0.010708675,0.010370191,0.010031707,0.009693223,0.009354739,0.009067905,0.008781071,0.008494236,0.008207402,0.007920568,0.007677561,0.007434554,0.007191547,0.00694854,0.006705533,0.006499698,0.006293864,0.006088029,0.005882195,0.00567636,0.005502042,0.005327724,0.005153406,0.004979088,0.00480477,0.004657165,0.004509559,0.004361953,0.004214348,0.004066742,0.00394177,0.003816799,0.003691828,0.003566856,0.003441885,0.003441885,0.003441885,0.003441885,0.003441885,0.003441885,0.003441885,0.003441885,0.003441885,0.003441885,0.003441885
"BTN",0.072013098,0.071465232,0.070917365,0.070369499,0.069821632,0.069273766,0.068942318,0.06861087,0.068279422,0.067947974,0.067616526,0.066603732,0.065590937,0.064578143,0.063565348,0.062552554,0.061554876,0.060557198,0.059559521,0.058561843,0.057564165,0.056610925,0.055657686,0.054704446,0.053751207,0.052797967,0.051439482,0.050080997,0.048722512,0.047364027,0.046005542,0.044708641,0.043411739,0.042114838,0.040817936,0.039521035,0.038225111,0.036929188,0.035633264,0.034337341,0.033041417,0.03186552,0.030689623,0.029513725,0.028337828,0.027161931,0.02615826,0.025154589,0.024150918,0.023147247,0.022143576,0.021287283,0.020430989,0.019574696,0.018718402,0.017862109,0.017572013,0.017281917,0.01699182,0.016701724,0.016411628,0.016121532,0.015831436,0.015541339,0.015251243,0.014961147
"BWA",0.037735401,0.0371724,0.036609399,0.036046397,0.035483396,0.034920395,0.034383656,0.033846917,0.033310179,0.03277344,0.032236701,0.031689126,0.031141551,0.030593975,0.0300464,0.029498825,0.028638646,0.027778468,0.026918289,0.026058111,0.025197932,0.024218368,0.023238804,0.02225924,0.021279676,0.020300112,0.019624943,0.018949773,0.018274604,0.017599434,0.016924265,0.016772274,0.016620284,0.016468293,0.016316303,0.016164312,0.018124216,0.02008412,0.022044023,0.024003927,0.025963831,0.034730142,0.043496453,0.052262763,0.061029074,0.069795385,0.076408058,0.083020731,0.089633404,0.096246077,0.10285875,0.095325684,0.087792619,0.080259553,0.072726488,0.065193422,0.058151978,0.051110534,0.04406909,0.037027646,0.029986202,0.022944758,0.015903314,0.00886187,0.001820426,-0.005221018
"CAF",0.061733674,0.060832469,0.059931264,0.059030059,0.058128854,0.057227649,0.056377539,0.05552743,0.05467732,0.053827211,0.052977101,0.051983715,0.05099033,0.049996944,0.049003559,0.048010173,0.046679402,0.045348631,0.044017859,0.042687088,0.041356317,0.04022722,0.039098123,0.037969025,0.036839928,0.035710831,0.035135601,0.034560371,0.033985142,0.033409912,0.032834682,0.03339397,0.033953258,0.034512545,0.035071833,0.035631121,0.038296921,0.040962721,0.04362852,0.04629432,0.04896012,0.053866554,0.058772989,0.063679423,0.068585858,0.073492292,0.076614198,0.079736104,0.08285801,0.085979916,0.089101822,0.085348926,0.08159603,0.077843134,0.074090238,0.070337342,0.066379687,0.062422032,0.058464376,0.054506721,0.050549066,0.046591411,0.042633756,0.0386761,0.034718445,0.03076079
"CAN",0.006440006,0.00614171,0.005843415,0.005545119,0.005246823,0.004948528,0.004849952,0.004751377,0.004652801,0.004554225,0.00445565,0.004441701,0.004427752,0.004413803,0.004399854,0.004385906,0.004351026,0.004316147,0.004281267,0.004246388,0.004211508,0.00408401,0.003956512,0.003829014,0.003701515,0.003574017,0.003467341,0.003360665,0.003253989,0.003147313,0.003040637,0.002994766,0.002948895,0.002903024,0.002857153,0.002811282,0.002776353,0.002741424,0.002706495,0.002671566,0.002636637,0.002596739,0.002556842,0.002516944,0.002477047,0.002437149,0.002408226,0.002379304,0.002350381,0.002321458,0.002292536,0.002266584,0.002240633,0.002214681,0.00218873,0.002162779,0.002144815,0.002126852,0.002108889,0.002090925,0.002072962,0.002054999,0.002037035,0.002019072,0.002001109,0.001983146
"CHE",0.006777914,0.006429926,0.006081938,0.00573395,0.005385962,0.005037974,0.004858751,0.004679529,0.004500307,0.004321084,0.004141862,0.003992397,0.003842932,0.003693467,0.003544003,0.003394538,0.00339454,0.003394542,0.003394545,0.003394547,0.003394549,0.003334729,0.003274908,0.003215088,0.003155268,0.003095447,0.003045576,0.002995705,0.002945834,0.002895963,0.002846092,0.002885978,0.002925864,0.00296575,0.003005636,0.003045523,0.003095364,0.003145204,0.003195045,0.003244886,0.003294727,0.00320501,0.003115293,0.003025576,0.002935858,0.002846141,0.002696494,0.002546847,0.0023972,0.002247553,0.002097906,0.002028033,0.001958159,0.001888285,0.001818412,0.001748538,0.00169085,0.001633162,0.001575473,0.001517785,0.001460097,0.001402409,0.00134472,0.001287032,0.001229344,0.001171656
"CHL",0.024228167,0.023305722,0.022383276,0.021460831,0.020538385,0.01961594,0.018932682,0.018249424,0.017566165,0.016882907,0.016199649,0.015691889,0.015184128,0.014676368,0.014168607,0.013660847,0.013116578,0.012572309,0.012028041,0.011483772,0.010939503,0.010416199,0.009892894,0.00936959,0.008846285,0.008322981,0.00787128,0.00741958,0.00696788,0.006516179,0.006064479,0.005785576,0.005506674,0.005227771,0.004948869,0.004669966,0.004467453,0.00426494,0.004062427,0.003859915,0.003657402,0.003567176,0.003476951,0.003386725,0.003296499,0.003206274,0.003147067,0.003087861,0.003028654,0.002969447,0.002910241,0.002896671,0.002883102,0.002869532,0.002855963,0.002842393,0.002828998,0.002815604,0.002802209,0.002788814,0.00277542,0.002762025,0.00274863,0.002735235,0.002721841,0.002708446
"CHN",0.040089969,0.039953674,0.039817378,0.039681083,0.039544787,0.039408492,0.039161162,0.038913831,0.038666501,0.03841917,0.03817184,0.034593892,0.031015943,0.027437995,0.023860046,0.020282098,0.01833248,0.016382863,0.014433245,0.012483628,0.01053401,0.01011739,0.009700769,0.009284149,0.008867529,0.008450909,0.008228833,0.008006757,0.007784681,0.007562605,0.007340529,0.007199929,0.00705933,0.006918731,0.006778131,0.006637532,0.006486429,0.006335326,0.006184222,0.006033119,0.005882016,0.005748078,0.005614141,0.005480203,0.005346265,0.005212328,0.005040447,0.004868567,0.004696687,0.004524806,0.004352926,0.004295336,0.004237747,0.004180157,0.004122567,0.004064978,0.003966795,0.003868613,0.00377043,0.003672248,0.003574065,0.003475882,0.0033777,0.003279517,0.003181335,0.003083152
"CIV",0.055434558,0.054751131,0.054067704,0.053384277,0.05270085,0.052017423,0.051332195,0.050646968,0.04996174,0.049276513,0.048591285,0.048113644,0.047636002,0.047158361,0.046680719,0.046203078,0.044655569,0.043108059,0.04156055,0.04001304,0.038465531,0.037480239,0.036494947,0.035509654,0.034524362,0.03353907,0.032845774,0.032152477,0.031459181,0.030765884,0.030072588,0.029749226,0.029425863,0.029102501,0.028779138,0.028455776,0.029376856,0.030297936,0.031219015,0.032140095,0.033061175,0.036372479,0.039683783,0.042995086,0.04630639,0.049617694,0.050346915,0.051076137,0.051805358,0.05253458,0.053263801,0.052117939,0.050972077,0.049826215,0.048680353,0.047534491,0.045934371,0.044334251,0.042734132,0.041134012,0.039533892,0.037933772,0.036333652,0.034733533,0.033133413,0.031533293
