"female_10.hist","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"BLR",0.005478738,0.005006495,0.004534251,0.004062008,0.003589764,0.003117521,0.002929785,0.002742049,0.002554312,0.002366576,0.00217884,0.002066878,0.001954916,0.001842953,0.001730991,0.001619029,0.001616811,0.001614593,0.001612375,0.001610157,0.001607939,0.001536551,0.001465163,0.001393775,0.001322388,0.001251,0.001269276,0.001287551,0.001305827,0.001324103,0.001342379,0.001350163,0.001357948,0.001365732,0.001373517,0.001381302,0.001375607,0.001369911,0.001364216,0.001358521,0.001352826,0.001305021,0.001257215,0.00120941,0.001161604,0.001113798,0.001074831,0.001035863,0.000996896,0.000957928,0.000918961,0.000900731,0.0008825,0.00086427,0.00084604,0.00082781,0.00081452,0.00080123,0.00078794,0.00077465,0.00076136,0.00074807,0.00073478,0.00072149,0.0007082,0.00069491
"BLZ",0.00816662,0.007830812,0.007495004,0.007159196,0.006823388,0.00648758,0.006190106,0.005892632,0.005595158,0.005297684,0.00500021,0.004765682,0.004531154,0.004296626,0.004062098,0.00382757,0.00361266,0.00339775,0.00318284,0.00296793,0.00275302,0.00260126,0.0024495,0.00229774,0.00214598,0.00199422,0.001938428,0.001882636,0.001826844,0.001771052,0.00171526,0.001598672,0.001482084,0.001365496,0.001248908,0.00113232,0.001054864,0.000977408,0.000899952,0.000822496,0.00074504,0.00109134,0.00143764,0.00178394,0.00213024,0.00247654,0.002480303,0.002484066,0.002487829,0.002491592,0.002495355,0.00243537,0.002375385,0.0023154,0.002255415,0.00219543,0.002178829,0.002162229,0.002145628,0.002129028,0.002112427,0.002095826,0.002079226,0.002062625,0.002046025,0.002029424
"BOL",0.023022716,0.022764894,0.022507071,0.022249249,0.021991426,0.021733604,0.021478218,0.021222832,0.020967445,0.020712059,0.020456673,0.02016302,0.019869367,0.019575713,0.01928206,0.018988407,0.018638571,0.018288735,0.017938899,0.017589063,0.017239227,0.016871118,0.016503008,0.016134899,0.015766789,0.01539868,0.015042797,0.014686915,0.014331032,0.01397515,0.013619267,0.013278055,0.012936842,0.01259563,0.012254417,0.011913205,0.011594746,0.011276287,0.010957827,0.010639368,0.010320909,0.01003261,0.00974431,0.009456011,0.009167711,0.008879412,0.008626862,0.008374311,0.008121761,0.007869211,0.00761666,0.007402673,0.007188686,0.006974699,0.006760712,0.006546726,0.006357825,0.006168925,0.005980025,0.005791124,0.005602224,0.005413324,0.005224423,0.005035523,0.004846623,0.004657722
"BRA",0.009191508,0.009028063,0.008864619,0.008701174,0.00853773,0.008374285,0.008073609,0.007772933,0.007472257,0.007171581,0.006870905,0.006501499,0.006132093,0.005762687,0.005393281,0.005023875,0.004752171,0.004480467,0.004208763,0.003937059,0.003665355,0.003659869,0.003654384,0.003648898,0.003643413,0.003637927,0.003629495,0.003621063,0.00361263,0.003604198,0.003595766,0.003471127,0.003346488,0.00322185,0.003097211,0.002972572,0.0028098,0.002647029,0.002484258,0.002321486,0.002158715,0.002051613,0.001944511,0.001837409,0.001730307,0.001623205,0.001549998,0.00147679,0.001403583,0.001330375,0.001257168,0.00121788,0.001178592,0.001139303,0.001100015,0.001060727,0.001148357,0.001235987,0.001323616,0.001411246,0.001498876,0.001586506,0.001674135,0.001761765,0.001849395,0.001937025
"BRB",0.008293971,0.008018888,0.007743804,0.00746872,0.007193637,0.006918553,0.006687231,0.006455909,0.006224587,0.005993265,0.005761943,0.005569199,0.005376455,0.005183711,0.004990967,0.004798224,0.004637653,0.004477082,0.004316511,0.00415594,0.003995369,0.003861621,0.003727872,0.003594124,0.003460376,0.003326627,0.003215234,0.003103842,0.002992449,0.002881056,0.002769663,0.002676899,0.002584135,0.00249137,0.002398606,0.002305842,0.002228597,0.002151353,0.002074109,0.001996864,0.00191962,0.001855303,0.001790987,0.00172667,0.001662353,0.001598037,0.001544488,0.001490939,0.001437389,0.00138384,0.001330291,0.001285709,0.001241127,0.001196545,0.001151963,0.001107381,0.001071283,0.001035185,0.000999087,0.000962989,0.000926891,0.000890793,0.000854695,0.000818597,0.0007825,0.000746402
"BRN",0.008077238,0.007805292,0.007533345,0.007261399,0.006989453,0.006717506,0.006447207,0.006176907,0.005906608,0.005636309,0.005366009,0.00517311,0.004980212,0.004787313,0.004594414,0.004401516,0.004243226,0.004084936,0.003926647,0.003768357,0.003610068,0.003480198,0.003350329,0.003220459,0.00309059,0.002960721,0.002854183,0.002747645,0.002641107,0.002534569,0.002428031,0.002340642,0.002253253,0.002165864,0.002078475,0.001991086,0.001919411,0.001847735,0.00177606,0.001704384,0.001632709,0.001573926,0.001515143,0.00145636,0.001397576,0.001338793,0.001290586,0.001242379,0.001194172,0.001145965,0.001097759,0.001058227,0.001018695,0.000979163,0.000939631,0.0009001,0.0009001,0.0009001,0.0009001,0.0009001,0.0009001,0.0009001,0.0009001,0.0009001,0.0009001,0.0009001
"BTN",0.029594214,0.029364338,0.029134462,0.028904586,0.02867471,0.028444834,0.028460587,0.028476339,0.028492092,0.028507844,0.028523597,0.028170984,0.027818371,0.027465757,0.027113144,0.026760531,0.026393311,0.026026091,0.025658872,0.025291652,0.024924432,0.024546859,0.024169286,0.023791712,0.023414139,0.023036566,0.022380826,0.021725086,0.021069346,0.020413606,0.019757866,0.019183536,0.018609205,0.018034875,0.017460544,0.016886214,0.016305285,0.015724356,0.015143428,0.014562499,0.01398157,0.013454311,0.012927052,0.012399793,0.011872534,0.011345275,0.010897886,0.010450497,0.010003108,0.009555719,0.009108329,0.008731426,0.008354523,0.00797762,0.007600717,0.007223814,0.007143756,0.007063698,0.006983641,0.006903583,0.006823525,0.006743467,0.00666341,0.006583352,0.006503294,0.006423237
"BWA",0.017097926,0.0167254,0.016352873,0.015980347,0.01560782,0.015235294,0.014914442,0.014593589,0.014272737,0.013951884,0.013631032,0.013359616,0.0130882,0.012816785,0.012545369,0.012273953,0.011853961,0.011433969,0.011013978,0.010593986,0.010173994,0.009703358,0.009232721,0.008762085,0.008291449,0.007820812,0.007499912,0.007179011,0.006858111,0.00653721,0.006216309,0.006058924,0.005901538,0.005744152,0.005586766,0.005429381,0.005194517,0.004959654,0.00472479,0.004489927,0.004255063,0.004216967,0.004178871,0.004140774,0.004102678,0.004064582,0.004321609,0.004578636,0.004835663,0.00509269,0.005349717,0.005860169,0.00637062,0.006881072,0.007391524,0.007901976,0.00776176,0.007621543,0.007481327,0.007341111,0.007200894,0.007060678,0.006920462,0.006780245,0.006640029,0.006499813
"CAF",0.038230557,0.0376293,0.037028042,0.036426785,0.035825527,0.03522427,0.034656632,0.034088994,0.033521356,0.032953718,0.03238608,0.031722781,0.031059481,0.030396182,0.029732882,0.029069583,0.028180813,0.027292043,0.026403274,0.025514504,0.024625734,0.023844402,0.023063069,0.022281737,0.021500404,0.020719072,0.020240731,0.019762391,0.01928405,0.01880571,0.018327369,0.01821339,0.018099411,0.017985432,0.017871453,0.017757474,0.01774028,0.017723086,0.017705891,0.017688697,0.017671503,0.017689811,0.017708118,0.017726426,0.017744733,0.017763041,0.017900038,0.018037036,0.018174033,0.018311031,0.018448028,0.018436159,0.018424291,0.018412422,0.018400554,0.018388685,0.017934918,0.017481152,0.017027385,0.016573619,0.016119852,0.015666085,0.015212319,0.014758552,0.014304786,0.013851019
"CAN",0.002317405,0.002223588,0.002129771,0.002035954,0.001942137,0.00184832,0.001777444,0.001706567,0.001635691,0.001564814,0.001493937,0.001506919,0.001519901,0.001532882,0.001545864,0.001558845,0.001545863,0.001532881,0.001519899,0.001506917,0.001493935,0.001441012,0.001388088,0.001335165,0.001282241,0.001229318,0.001189357,0.001149397,0.001109436,0.001069476,0.001029516,0.000999541,0.000969567,0.000939592,0.000909618,0.000879643,0.000866656,0.000853668,0.000840681,0.000827693,0.000814706,0.000796716,0.000778725,0.000760735,0.000742745,0.000724755,0.000697774,0.000670794,0.000643814,0.000616833,0.000589853,0.00057486,0.000559867,0.000544875,0.000529882,0.000514889,0.000505889,0.000496889,0.000487889,0.00047889,0.00046989,0.00046089,0.00045189,0.00044289,0.00043389,0.00042489
