"female_15.hist","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"BEL",0.002621797,0.002580889,0.002539982,0.002499074,0.002458166,0.002417259,0.00234443,0.002271601,0.002198772,0.002125943,0.002053114,0.00208605,0.002118986,0.002151922,0.002184857,0.002217793,0.00226168,0.002305566,0.002349452,0.002393339,0.002437225,0.002408305,0.002379386,0.002350466,0.002321546,0.002292626,0.002212772,0.002132918,0.002053064,0.00197321,0.001893356,0.001846436,0.001799517,0.001752597,0.001705677,0.001658758,0.001667748,0.001676738,0.001685729,0.001694719,0.00170371,0.001673755,0.0016438,0.001613845,0.001583889,0.001553934,0.001506002,0.001458069,0.001410136,0.001362204,0.001314271,0.001286299,0.001258327,0.001230355,0.001202383,0.001174411,0.001127448,0.001080485,0.001033522,0.000986559,0.000939596,0.000892633,0.00084567,0.000798707,0.000751744,0.000704781
"BEN",0.047430628,0.046466057,0.045501486,0.044536915,0.043572344,0.042607773,0.041822474,0.041037175,0.040251875,0.039466576,0.038681277,0.036911936,0.035142595,0.033373253,0.031603912,0.029834571,0.028794666,0.027754762,0.026714857,0.025674953,0.024635048,0.023851943,0.023068838,0.022285734,0.021502629,0.020719524,0.020283271,0.019847018,0.019410766,0.018974513,0.01853826,0.017792662,0.017047064,0.016301466,0.015555868,0.01481027,0.014413882,0.014017495,0.013621107,0.01322472,0.012828332,0.013190944,0.013553557,0.013916169,0.014278782,0.014641394,0.014661618,0.014681842,0.014702065,0.014722289,0.014742513,0.014394046,0.014045579,0.013697113,0.013348646,0.013000179,0.012832216,0.012664254,0.012496291,0.012328329,0.012160366,0.011992403,0.011824441,0.011656478,0.011488516,0.011320553
"BFA",0.046946204,0.046082906,0.045219607,0.044356309,0.04349301,0.042629712,0.04184902,0.041068328,0.040287636,0.039506944,0.038726252,0.038042393,0.037358534,0.036674674,0.035990815,0.035306956,0.034574161,0.033841366,0.03310857,0.032375775,0.03164298,0.030746446,0.029849913,0.028953379,0.028056846,0.027160312,0.025549843,0.023939375,0.022328906,0.020718438,0.019107969,0.019121609,0.01913525,0.01914889,0.019162531,0.019176171,0.019458685,0.019741199,0.020023713,0.020306227,0.020588741,0.020595581,0.020602421,0.02060926,0.0206161,0.02062294,0.020509494,0.020396048,0.020282602,0.020169156,0.02005571,0.019674293,0.019292876,0.018911458,0.018530041,0.018148624,0.017697504,0.017246383,0.016795263,0.016344142,0.015893022,0.015441902,0.014990781,0.014539661,0.01408854,0.01363742
"BGD",0.015137864,0.014870668,0.014603473,0.014336277,0.014069082,0.013801886,0.01355508,0.013308275,0.013061469,0.012814664,0.012567858,0.012338551,0.012109244,0.011879938,0.011650631,0.011421324,0.011502046,0.011582769,0.011663491,0.011744214,0.011824936,0.011333383,0.01084183,0.010350277,0.009858723,0.00936717,0.009184755,0.009002339,0.008819924,0.008637508,0.008455093,0.008286414,0.008117736,0.007949057,0.007780379,0.0076117,0.007455799,0.007299898,0.007143998,0.006988097,0.006832196,0.006692084,0.006551971,0.006411859,0.006271747,0.006131635,0.006123416,0.006115198,0.006106979,0.00609876,0.006090542,0.005849457,0.005608373,0.005367289,0.005126205,0.00488512,0.004830296,0.004775472,0.004720648,0.004665824,0.004611,0.004556176,0.004501352,0.004446528,0.004391704,0.00433688
"BGR",0.00905233,0.008008504,0.006964679,0.005920853,0.004877028,0.003833203,0.003652754,0.003472305,0.003291856,0.003111407,0.002930959,0.002853198,0.002775438,0.002697678,0.002619917,0.002542157,0.002467287,0.002392416,0.002317546,0.002242675,0.002167805,0.00219973,0.002231656,0.002263581,0.002295506,0.002327432,0.002330417,0.002333403,0.002336389,0.002339374,0.00234236,0.002327395,0.00231243,0.002297465,0.0022825,0.002267536,0.002274521,0.002281506,0.002288491,0.002295476,0.002302461,0.002288489,0.002274518,0.002260546,0.002246575,0.002232603,0.002122821,0.002013039,0.001903257,0.001793476,0.001683694,0.001694689,0.001705683,0.001716678,0.001727673,0.001738668,0.001720681,0.001702694,0.001684708,0.001666721,0.001648734,0.001630748,0.001612761,0.001594774,0.001576788,0.001558801
"BHR",0.023766706,0.021953365,0.020140024,0.018326682,0.016513341,0.0147,0.0135998,0.0124996,0.0113994,0.0102992,0.009199,0.0085438,0.0078886,0.0072334,0.0065782,0.005923,0.0055368,0.0051506,0.0047644,0.0043782,0.003992,0.0037658,0.0035396,0.0033134,0.0030872,0.002861,0.0027324,0.0026038,0.0024752,0.0023466,0.002218,0.00214806,0.002078119,0.002008179,0.001938239,0.001868298,0.00182837,0.001788441,0.001748513,0.001708584,0.001668655,0.001644696,0.001620737,0.001596778,0.001572818,0.001548859,0.001530889,0.001512919,0.001494949,0.00147698,0.00145901,0.001447031,0.001435052,0.001423073,0.001411094,0.001399116,0.001375615,0.001352115,0.001328615,0.001305115,0.001281615,0.001258115,0.001234615,0.001211115,0.001187614,0.001164114
"BHS",0.011123428,0.01072245,0.010321472,0.009920493,0.009519515,0.009118537,0.008789553,0.008460568,0.008131584,0.0078026,0.007473616,0.007203792,0.006933969,0.006664146,0.006394323,0.0061245,0.005903261,0.005682023,0.005460784,0.005239545,0.005018307,0.004836945,0.004655584,0.004474223,0.004292862,0.004111501,0.003962857,0.003814214,0.00366557,0.003516926,0.003368283,0.003246472,0.003124662,0.003002852,0.002881041,0.002759231,0.002652947,0.002546664,0.00244038,0.002334096,0.002227812,0.002155937,0.002084062,0.002012187,0.001940311,0.001868436,0.001887735,0.001907034,0.001926333,0.001945632,0.001964931,0.002038127,0.002111323,0.002184519,0.002257715,0.002330911,0.002280677,0.002230443,0.002180209,0.002129975,0.002079741,0.002029507,0.001979273,0.001929039,0.001878805,0.001828571
"BIH",0.005412626,0.005232205,0.005051784,0.004871364,0.004690943,0.004510522,0.004392856,0.00427519,0.004157525,0.004039859,0.003922193,0.003819875,0.003717557,0.003615239,0.003512921,0.003410603,0.003296916,0.003183229,0.003069543,0.002955856,0.002842169,0.002768025,0.002693882,0.002619738,0.002545595,0.002471451,0.002426516,0.00238158,0.002336645,0.002291709,0.002246774,0.002205924,0.002165073,0.002124223,0.002083373,0.002042522,0.002143392,0.002244261,0.002345131,0.002446,0.00254687,0.002341496,0.002136122,0.001930748,0.001725374,0.00152,0.00148,0.00144,0.0014,0.00136,0.00132,0.001306,0.001292,0.001278,0.001264,0.00125,0.001229991,0.001209982,0.001189974,0.001169965,0.001149956,0.001129947,0.001109939,0.00108993,0.001069921,0.001049912
"BLR",0.006688088,0.006176509,0.005664929,0.005153349,0.00464177,0.00413019,0.003904744,0.003679298,0.003453853,0.003228407,0.003002961,0.002903309,0.002803656,0.002704004,0.002604352,0.002504699,0.002472761,0.002440822,0.002408884,0.002376945,0.002345007,0.002301873,0.002258739,0.002215605,0.002172471,0.002129337,0.002115461,0.002101584,0.002087708,0.002073831,0.002059955,0.002071071,0.002082188,0.002093304,0.002104421,0.002115537,0.002206444,0.00229735,0.002388257,0.002479163,0.00257007,0.002597636,0.002625202,0.002652768,0.002680334,0.0027079,0.002594812,0.002481724,0.002368635,0.002255547,0.002142459,0.002044466,0.001946473,0.00184848,0.001750487,0.001652494,0.00161872,0.001584946,0.001551171,0.001517397,0.001483623,0.001449849,0.001416075,0.001382301,0.001348526,0.001314752
"BLZ",0.0106663,0.010249838,0.009833376,0.009416914,0.009000452,0.00858399,0.00821751,0.00785103,0.00748455,0.00711807,0.00675159,0.006442438,0.006133286,0.005824134,0.005514982,0.00520583,0.004945552,0.004685274,0.004424996,0.004164718,0.00390444,0.003706766,0.003509092,0.003311418,0.003113744,0.00291607,0.002793936,0.002671802,0.002549668,0.002427534,0.0023054,0.002217248,0.002129096,0.002040944,0.001952792,0.00186464,0.002306524,0.002748408,0.003190292,0.003632176,0.00407406,0.004092127,0.004110195,0.004128262,0.00414633,0.004164397,0.00418254,0.004200682,0.004218825,0.004236968,0.004255111,0.004157468,0.004059826,0.003962184,0.003864542,0.0037669,0.003747505,0.003728111,0.003708717,0.003689322,0.003669928,0.003650534,0.003631139,0.003611745,0.00359235,0.003572956
"BOL",0.030471959,0.030185334,0.029898709,0.029612084,0.029325459,0.029038834,0.028716009,0.028393183,0.028070358,0.027747532,0.027424707,0.027056349,0.026687991,0.026319633,0.025951275,0.025582917,0.025147418,0.024711919,0.024276419,0.02384092,0.023405421,0.022905989,0.022406557,0.021907126,0.021407694,0.020908262,0.020399735,0.019891208,0.019382681,0.018874154,0.018365627,0.017877764,0.017389901,0.016902038,0.016414175,0.015926312,0.015470501,0.015014689,0.014558878,0.014103066,0.013647255,0.013233675,0.012820095,0.012406514,0.011992934,0.011579354,0.011215296,0.010851238,0.01048718,0.010123122,0.009759064,0.009447569,0.009136074,0.008824579,0.008513084,0.008201589,0.007933884,0.007666179,0.007398475,0.00713077,0.006863065,0.006595361,0.006327656,0.006059951,0.005792247,0.005524542
"BRA",0.012965516,0.012734657,0.012503799,0.01227294,0.012042082,0.011811223,0.0113919,0.010972576,0.010553253,0.010133929,0.009714606,0.009205679,0.008696751,0.008187824,0.007678896,0.007169969,0.006776972,0.006383975,0.005990978,0.005597982,0.005204985,0.005149607,0.005094229,0.005038851,0.004983473,0.004928096,0.004858794,0.004789492,0.00472019,0.004650888,0.004581586,0.004447509,0.004313432,0.004179356,0.004045279,0.003911202,0.003775639,0.003640076,0.003504513,0.00336895,0.003233387,0.003180587,0.003127788,0.003074989,0.00302219,0.002969391,0.002855996,0.002742601,0.002629206,0.002515811,0.002402416,0.002325064,0.002247712,0.00217036,0.002093008,0.002015656,0.002111937,0.002208217,0.002304497,0.002400777,0.002497058,0.002593338,0.002689618,0.002785899,0.002882179,0.002978459
"BRB",0.013108948,0.012689225,0.012269503,0.01184978,0.011430058,0.011010335,0.010654847,0.010299359,0.009943871,0.009588383,0.009232895,0.008934581,0.008636268,0.008337954,0.008039641,0.007741328,0.007491057,0.007240786,0.006990516,0.006740245,0.006489974,0.006280054,0.006070133,0.005860213,0.005650292,0.005440372,0.005264327,0.005088283,0.004912239,0.004736194,0.00456015,0.004412537,0.004264924,0.004117311,0.003969698,0.003822085,0.003698327,0.003574569,0.003450811,0.003327053,0.003203295,0.003099548,0.0029958,0.002892053,0.002788306,0.002684559,0.002597595,0.00251063,0.002423666,0.002336701,0.002249737,0.002176846,0.002103955,0.002031064,0.001958172,0.001885281,0.001829179,0.001773077,0.001716975,0.001660873,0.00160477,0.001548668,0.001492566,0.001436464,0.001380362,0.00132426
"BRN",0.011830594,0.011469371,0.011108149,0.010746926,0.010385704,0.010024481,0.009656893,0.009289304,0.008921716,0.008554128,0.00818654,0.007919375,0.00765221,0.007385046,0.007117881,0.006850716,0.006627025,0.006403334,0.006179643,0.005955952,0.005732261,0.005545006,0.005357751,0.005170496,0.004983241,0.004795986,0.004639257,0.004482529,0.0043258,0.004169071,0.004012343,0.003881182,0.003750021,0.00361886,0.003487699,0.003356538,0.003246787,0.003137035,0.003027283,0.002917531,0.00280778,0.002715951,0.002624122,0.002532294,0.002440465,0.002348637,0.002271811,0.002194984,0.002118158,0.002041332,0.001964506,0.001900235,0.001835964,0.001771694,0.001707423,0.001643152,0.001643152,0.001643152,0.001643152,0.001643152,0.001643152,0.001643152,0.001643152,0.001643152,0.001643152,0.001643152
"BTN",0.0383873,0.038090188,0.037793076,0.037495965,0.037198853,0.036901741,0.036568477,0.036235213,0.035901948,0.035568684,0.03523542,0.034542053,0.033848686,0.033155318,0.032461951,0.031768584,0.031131397,0.03049421,0.029857022,0.029219835,0.028582648,0.02799454,0.027406432,0.026818325,0.026230217,0.025642109,0.024855438,0.024068767,0.023282097,0.022495426,0.021708755,0.020995689,0.020282622,0.019569556,0.018856489,0.018143423,0.017456495,0.016769567,0.01608264,0.015395712,0.014708784,0.014103619,0.013498454,0.012893288,0.012288123,0.011682958,0.011179109,0.01067526,0.010171411,0.009667561,0.009163712,0.008744052,0.008324392,0.007904733,0.007485073,0.007065413,0.006923239,0.006781066,0.006638893,0.006496719,0.006354546,0.006212373,0.006070199,0.005928026,0.005785852,0.005643679
"BWA",0.023296012,0.022895476,0.022494941,0.022094405,0.02169387,0.021293334,0.020917251,0.020541169,0.020165086,0.019789004,0.019412921,0.019046146,0.018679371,0.018312596,0.017945821,0.017579046,0.01701204,0.016445035,0.015878029,0.015311024,0.014744018,0.014110049,0.013476079,0.01284211,0.01220814,0.011574171,0.01114298,0.010711788,0.010280597,0.009849405,0.009418214,0.009293779,0.009169345,0.009044911,0.008920477,0.008796043,0.009170953,0.009545863,0.009920773,0.010295684,0.010670594,0.011092832,0.01151507,0.011937309,0.012359547,0.012781785,0.012288518,0.01179525,0.011301983,0.010808715,0.010315448,0.009887994,0.00946054,0.009033085,0.008605631,0.008178177,0.008038018,0.00789786,0.007757701,0.007617543,0.007477384,0.007337225,0.007197067,0.007056908,0.00691675,0.006776591
"CAF",0.039979812,0.039384148,0.038788484,0.03819282,0.037597156,0.037001492,0.036439642,0.035877792,0.035315941,0.034754091,0.034192241,0.033536086,0.032879931,0.032223776,0.031567621,0.030911466,0.030032401,0.029153336,0.028274272,0.027395207,0.026516142,0.025764276,0.025012409,0.024260543,0.023508676,0.02275681,0.022309857,0.021862903,0.02141595,0.020968996,0.020522043,0.020468364,0.020414685,0.020361005,0.020307326,0.020253647,0.02033737,0.020421092,0.020504815,0.020588537,0.02067226,0.020663249,0.020654238,0.020645228,0.020636217,0.020627206,0.020553494,0.020479783,0.020406071,0.02033236,0.020258648,0.020149535,0.020040422,0.01993131,0.019822197,0.019713084,0.019439894,0.019166704,0.018893515,0.018620325,0.018347135,0.018073945,0.017800755,0.017527566,0.017254376,0.016981186
"CAN",0.003324867,0.00317227,0.003019673,0.002867076,0.002714478,0.002561881,0.002554903,0.002547925,0.002540947,0.002533968,0.00252699,0.002525003,0.002523015,0.002521028,0.00251904,0.002517053,0.002583873,0.002650694,0.002717514,0.002784334,0.002851155,0.002786313,0.002721471,0.002656629,0.002591787,0.002526945,0.002428159,0.002329373,0.002230587,0.002131801,0.002033015,0.002000082,0.001967148,0.001934215,0.001901281,0.001868348,0.001838394,0.00180844,0.001778486,0.001748532,0.001718578,0.00170261,0.001686643,0.001670676,0.001654708,0.001638741,0.001601797,0.001564853,0.001527909,0.001490965,0.001454021,0.00143205,0.00141008,0.001388109,0.001366139,0.001344169,0.001312208,0.001280247,0.001248286,0.001216326,0.001184365,0.001152404,0.001120443,0.001088482,0.001056522,0.001024561
"CHE",0.002696553,0.002616735,0.002536918,0.0024571,0.002377283,0.002297465,0.002227612,0.002157759,0.002087906,0.002018054,0.001948201,0.001958182,0.001968163,0.001978144,0.001988125,0.001998107,0.002057985,0.002117862,0.00217774,0.002237618,0.002297496,0.002267565,0.002237634,0.002207703,0.002177772,0.002147841,0.002127893,0.002107946,0.002087998,0.00206805,0.002048102,0.002008171,0.00196824,0.001928309,0.001888377,0.001848446,0.00180851,0.001768573,0.001728637,0.0016887,0.001648764,0.001608819,0.001568874,0.001528929,0.001488984,0.001449038,0.001389109,0.00132918,0.001269251,0.001209322,0.001149392,0.001139403,0.001129413,0.001119424,0.001109434,0.001099445,0.0010184,0.000937355,0.00085631,0.000775265,0.00069422,0.000613176,0.000532131,0.000451086,0.000370041,0.000288996
"CHL",0.012506999,0.011789257,0.011071516,0.010353774,0.009636032,0.008918291,0.008438596,0.007958902,0.007479208,0.006999514,0.00651982,0.006227155,0.00593449,0.005641825,0.00534916,0.005056496,0.004846633,0.00463677,0.004426907,0.004217044,0.004007182,0.003851461,0.00369574,0.003540019,0.003384299,0.003228578,0.003094698,0.002960819,0.00282694,0.00269306,0.002559181,0.002465014,0.002370847,0.00227668,0.002182513,0.002088346,0.00201937,0.001950394,0.001881417,0.001812441,0.001743465,0.001714661,0.001685858,0.001657054,0.001628251,0.001599448,0.001571833,0.001544218,0.001516603,0.001488988,0.001461373,0.001428018,0.001394663,0.001361308,0.001327952,0.001294597,0.001266368,0.001238139,0.00120991,0.001181681,0.001153452,0.001125222,0.001096993,0.001068764,0.001040535,0.001012306
"CHN",0.023719624,0.023181687,0.02264375,0.022105813,0.021567876,0.021029939,0.021129111,0.021228283,0.021327455,0.021426627,0.021525799,0.019281522,0.017037245,0.014792969,0.012548692,0.010304415,0.009234289,0.008164164,0.007094038,0.006023912,0.004953786,0.004835937,0.004718088,0.004600239,0.00448239,0.004364541,0.004269074,0.004173607,0.00407814,0.003982673,0.003887207,0.003830663,0.003774119,0.003717575,0.003661031,0.003604487,0.003538698,0.003472908,0.003407119,0.003341329,0.00327554,0.003215745,0.00315595,0.003096155,0.00303636,0.002976565,0.002826038,0.00267551,0.002524983,0.002374456,0.002223929,0.002157104,0.00209028,0.002023455,0.001956631,0.001889807,0.001838113,0.001786419,0.001734725,0.001683031,0.001631337,0.001579643,0.001527949,0.001476256,0.001424562,0.001372868
"CIV",0.035817829,0.035366311,0.034914794,0.034463276,0.034011759,0.033560241,0.03310752,0.032654799,0.032202079,0.031749358,0.031296637,0.030981128,0.030665619,0.030350111,0.030034602,0.029719093,0.028696216,0.027673338,0.026650461,0.025627583,0.024604706,0.023937222,0.023269739,0.022602255,0.021934772,0.021267288,0.020793285,0.020319282,0.019845279,0.019371276,0.018897273,0.018678074,0.018458875,0.018239677,0.018020478,0.017801279,0.018428768,0.019056258,0.019683747,0.020311237,0.020938726,0.023145846,0.025352965,0.027560085,0.029767204,0.031974324,0.032455944,0.032937565,0.033419185,0.033900806,0.034382426,0.033626203,0.03286998,0.032113757,0.031357534,0.030601311,0.029452086,0.028302861,0.027153636,0.026004411,0.024855186,0.023705961,0.022556736,0.021407511,0.020258286,0.019109061
