"female_70.hist","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"ABW",0.24477842,0.241370406,0.237962392,0.234554378,0.231146364,0.22773835,0.225322502,0.222906654,0.220490806,0.218074958,0.21565911,0.213954164,0.212249218,0.210544272,0.208839326,0.20713438,0.203367964,0.199601548,0.195835132,0.192068716,0.1883023,0.184792244,0.181282188,0.177772132,0.174262076,0.17075202,0.168822474,0.166892928,0.164963382,0.163033836,0.16110429,0.159680352,0.158256414,0.156832476,0.155408538,0.1539846,0.153516184,0.153047768,0.152579352,0.152110936,0.15164252,0.15117742,0.15071232,0.15024722,0.14978212,0.14931702,0.148876712,0.148436404,0.147996096,0.147555788,0.14711548,0.145514798,0.143914116,0.142313434,0.140712752,0.13911207,0.13760278,0.13609349,0.1345842,0.13307491,0.13156562,0.13005633,0.12854704,0.12703775,0.12552846,0.12401917
"AFG",0.42860717,0.424313976,0.420020782,0.415727588,0.411434394,0.4071412,0.403569626,0.399998052,0.396426478,0.392854904,0.38928333,0.386109474,0.382935618,0.379761762,0.376587906,0.37341405,0.370316516,0.367218982,0.364121448,0.361023914,0.35792638,0.354618384,0.351310388,0.348002392,0.344694396,0.3413864,0.337591482,0.333796564,0.330001646,0.326206728,0.32241181,0.317783534,0.313155258,0.308526982,0.303898706,0.29927043,0.295597092,0.291923754,0.288250416,0.284577078,0.28090374,0.27888534,0.27686694,0.27484854,0.27283014,0.27081174,0.268529166,0.266246592,0.263964018,0.261681444,0.25939887,0.256735812,0.254072754,0.251409696,0.248746638,0.24608358,0.244167662,0.242251744,0.240335826,0.238419908,0.23650399,0.234588072,0.232672154,0.230756236,0.228840318,0.2269244
"AGO",0.40547716,0.40322103,0.4009649,0.39870877,0.39645264,0.39419651,0.391295864,0.388395218,0.385494572,0.382593926,0.37969328,0.37625277,0.37281226,0.36937175,0.36593124,0.36249073,0.359262408,0.356034086,0.352805764,0.349577442,0.34634912,0.34329443,0.34023974,0.33718505,0.33413036,0.33107567,0.329305336,0.327535002,0.325764668,0.323994334,0.322224,0.321232744,0.320241488,0.319250232,0.318258976,0.31726772,0.31586062,0.31445352,0.31304642,0.31163932,0.31023222,0.306813866,0.303395512,0.299977158,0.296558804,0.29314045,0.287440582,0.281740714,0.276040846,0.270340978,0.26464111,0.259181892,0.253722674,0.248263456,0.242804238,0.23734502,0.232607658,0.227870296,0.223132934,0.218395572,0.21365821,0.208920848,0.204183486,0.199446124,0.194708762,0.1899714
"ALB",0.21498581,0.210850936,0.206716062,0.202581188,0.198446314,0.19431144,0.187725926,0.181140412,0.174554898,0.167969384,0.16138387,0.16431905,0.16725423,0.17018941,0.17312459,0.17605977,0.176624926,0.177190082,0.177755238,0.178320394,0.17888555,0.176996526,0.175107502,0.173218478,0.171329454,0.16944043,0.166390632,0.163340834,0.160291036,0.157241238,0.15419144,0.150999222,0.147807004,0.144614786,0.141422568,0.13823035,0.140292322,0.142354294,0.144416266,0.146478238,0.14854021,0.145739916,0.142939622,0.140139328,0.137339034,0.13453874,0.131642462,0.128746184,0.125849906,0.122953628,0.12005735,0.119636224,0.119215098,0.118793972,0.118372846,0.11795172,0.115354454,0.112757188,0.110159922,0.107562656,0.10496539,0.102368124,0.099770858,0.097173592,0.094576326,0.09197906
"ARE",0.307341,0.3039354,0.3005298,0.2971242,0.2937186,0.290313,0.28703,0.283747,0.280464,0.277181,0.273898,0.2707496,0.2676012,0.2644528,0.2613044,0.258156,0.2551504,0.2521448,0.2491392,0.2461336,0.243128,0.2402728,0.2374176,0.2345624,0.2317072,0.228852,0.226152,0.223452,0.220752,0.218052,0.215352,0.2128098,0.2102676,0.2077254,0.2051832,0.202641,0.2002574,0.1978738,0.1954902,0.1931066,0.190723,0.1884996,0.1862762,0.1840528,0.1818294,0.179606,0.177535242,0.175464484,0.173393726,0.171322968,0.16925221,0.167308344,0.165364478,0.163420612,0.161476746,0.15953288,0.158344286,0.157155692,0.155967098,0.154778504,0.15358991,0.152401316,0.151212722,0.150024128,0.148835534,0.14764694
"ARG",0.20602,0.202946,0.199872,0.196798,0.193724,0.19065,0.188394,0.186138,0.183882,0.181626,0.17937,0.178124,0.176878,0.175632,0.174386,0.17314,0.17223,0.17132,0.17041,0.1695,0.16859,0.167708,0.166826,0.165944,0.165062,0.16418,0.161824,0.159468,0.157112,0.154756,0.1524,0.150808,0.149216,0.147624,0.146032,0.14444,0.14155,0.13866,0.13577,0.13288,0.12999,0.127924,0.125858,0.123792,0.121726,0.11966,0.118664,0.117668,0.116672,0.115676,0.11468,0.114476152,0.114272304,0.114068456,0.113864608,0.11366076,0.112195848,0.110730936,0.109266024,0.107801112,0.1063362,0.104871288,0.103406376,0.101941464,0.100476552,0.09901164
"ARM",0.21431238,0.21050987,0.20670736,0.20290485,0.19910234,0.19529983,0.191489742,0.187679654,0.183869566,0.180059478,0.17624939,0.172184206,0.168119022,0.164053838,0.159988654,0.15592347,0.153478306,0.151033142,0.148587978,0.146142814,0.14369765,0.144770796,0.145843942,0.146917088,0.147990234,0.14906338,0.149377188,0.149690996,0.150004804,0.150318612,0.15063242,0.158378482,0.166124544,0.173870606,0.181616668,0.18936273,0.189141158,0.188919586,0.188698014,0.188476442,0.18825487,0.18542787,0.18260087,0.17977387,0.17694687,0.17411987,0.174141712,0.174163554,0.174185396,0.174207238,0.17422908,0.172396724,0.170564368,0.168732012,0.166899656,0.1650673,0.164179354,0.163291408,0.162403462,0.161515516,0.16062757,0.159739624,0.158851678,0.157963732,0.157075786,0.15618784
"ATG",0.2089111,0.206843788,0.204776476,0.202709164,0.200641852,0.19857454,0.196539516,0.194504492,0.192469468,0.190434444,0.18839942,0.186432166,0.184464912,0.182497658,0.180530404,0.17856315,0.176715676,0.174868202,0.173020728,0.171173254,0.16932578,0.167584228,0.165842676,0.164101124,0.162359572,0.16061802,0.158991486,0.157364952,0.155738418,0.154111884,0.15248535,0.150938914,0.149392478,0.147846042,0.146299606,0.14475317,0.143290908,0.141828646,0.140366384,0.138904122,0.13744186,0.136065862,0.134689864,0.133313866,0.131937868,0.13056187,0.129265554,0.127969238,0.126672922,0.125376606,0.12408029,0.122850746,0.121621202,0.120391658,0.119162114,0.11793257,0.116354392,0.114776214,0.113198036,0.111619858,0.11004168,0.108463502,0.106885324,0.105307146,0.103728968,0.10215079
"AUS",0.19077052,0.188772964,0.186775408,0.184777852,0.182780296,0.18078274,0.179234998,0.177687256,0.176139514,0.174591772,0.17304403,0.172691116,0.172338202,0.171985288,0.171632374,0.17127946,0.168524444,0.165769428,0.163014412,0.160259396,0.15750438,0.152751016,0.147997652,0.143244288,0.138490924,0.13373756,0.13128498,0.1288324,0.12637982,0.12392724,0.12147466,0.120033578,0.118592496,0.117151414,0.115710332,0.11426925,0.11173824,0.10920723,0.10667622,0.10414521,0.1016142,0.099120629,0.096627057,0.094133486,0.091639914,0.089146343,0.086536254,0.083926166,0.081316077,0.078705989,0.0760959,0.074395524,0.072695149,0.070994773,0.069294398,0.067594022,0.06687344,0.066152859,0.065432277,0.064711696,0.063991114,0.063270532,0.062549951,0.061829369,0.061108788,0.060388206
"AUT",0.21639301,0.213347438,0.210301866,0.207256294,0.204210722,0.20116515,0.198289024,0.195412898,0.192536772,0.189660646,0.18678452,0.187219868,0.187655216,0.188090564,0.188525912,0.18896126,0.186019478,0.183077696,0.180135914,0.177194132,0.17425235,0.170859202,0.167466054,0.164072906,0.160679758,0.15728661,0.154037794,0.150788978,0.147540162,0.144291346,0.14104253,0.137333596,0.133624662,0.129915728,0.126206794,0.12249786,0.120208162,0.117918464,0.115628766,0.113339068,0.11104937,0.10818102,0.105312671,0.102444321,0.099575972,0.096707622,0.093920709,0.091133796,0.088346884,0.085559971,0.082773058,0.08036663,0.077960201,0.075553773,0.073147344,0.070740916,0.069963039,0.069185162,0.068407284,0.067629407,0.06685153,0.066073653,0.065295776,0.064517898,0.063740021,0.062962144
"AZE",0.2213734,0.218301078,0.215228756,0.212156434,0.209084112,0.20601179,0.204643602,0.203275414,0.201907226,0.200539038,0.19917085,0.197788946,0.196407042,0.195025138,0.193643234,0.19226133,0.190863288,0.189465246,0.188067204,0.186669162,0.18527112,0.183848998,0.182426876,0.181004754,0.179582632,0.17816051,0.17673019,0.17529987,0.17386955,0.17243923,0.17100891,0.169576376,0.168143842,0.166711308,0.165278774,0.16384624,0.165641324,0.167436408,0.169231492,0.171026576,0.17282166,0.174639612,0.176457564,0.178275516,0.180093468,0.18191142,0.184101594,0.186291768,0.188481942,0.190672116,0.19286229,0.190682086,0.188501882,0.186321678,0.184141474,0.18196127,0.18109647,0.18023167,0.17936687,0.17850207,0.17763727,0.17677247,0.17590767,0.17504287,0.17417807,0.17331327
"BDI",0.33867697,0.336422488,0.334168006,0.331913524,0.329659042,0.32740456,0.32522178,0.323039,0.32085622,0.31867344,0.31649066,0.314376048,0.312261436,0.310146824,0.308032212,0.3059176,0.304949032,0.303980464,0.303011896,0.302043328,0.30107476,0.29823853,0.2954023,0.29256607,0.28972984,0.28689361,0.284994914,0.283096218,0.281197522,0.279298826,0.27740013,0.27616568,0.27493123,0.27369678,0.27246233,0.27122788,0.273346466,0.275465052,0.277583638,0.279702224,0.28182081,0.277540794,0.273260778,0.268980762,0.264700746,0.26042073,0.25832774,0.25623475,0.25414176,0.25204877,0.24995578,0.248210426,0.246465072,0.244719718,0.242974364,0.24122901,0.239570394,0.237911778,0.236253162,0.234594546,0.23293593,0.231277314,0.229618698,0.227960082,0.226301466,0.22464285
"BEL",0.20835285,0.20585433,0.20335581,0.20085729,0.19835877,0.19586025,0.19385,0.19183975,0.1898295,0.18781925,0.185809,0.185106294,0.184403588,0.183700882,0.182998176,0.18229547,0.179663846,0.177032222,0.174400598,0.171768974,0.16913735,0.165669668,0.162201986,0.158734304,0.155266622,0.15179894,0.147985174,0.144171408,0.140357642,0.136543876,0.13273011,0.129562934,0.126395758,0.123228582,0.120061406,0.11689423,0.11454242,0.11219061,0.1098388,0.10748699,0.10513518,0.102786071,0.100436962,0.098087852,0.095738743,0.093389634,0.091585337,0.089781039,0.087976742,0.086172444,0.084368147,0.082491022,0.080613897,0.078736773,0.076859648,0.074982523,0.074254633,0.073526743,0.072798852,0.072070962,0.071343072,0.070615182,0.069887292,0.069159401,0.068431511,0.067703621
"BEN",0.46732912,0.461250372,0.455171624,0.449092876,0.443014128,0.43693538,0.431995798,0.427056216,0.422116634,0.417177052,0.41223747,0.394047266,0.375857062,0.357666858,0.339476654,0.32128645,0.314708328,0.308130206,0.301552084,0.294973962,0.28839584,0.284209244,0.280022648,0.275836052,0.271649456,0.26746286,0.265285312,0.263107764,0.260930216,0.258752668,0.25657512,0.252477512,0.248379904,0.244282296,0.240184688,0.23608708,0.233698774,0.231310468,0.228922162,0.226533856,0.22414555,0.226336652,0.228527754,0.230718856,0.232909958,0.23510106,0.23521914,0.23533722,0.2354553,0.23557338,0.23569146,0.233591896,0.231492332,0.229392768,0.227293204,0.22519364,0.224139694,0.223085748,0.222031802,0.220977856,0.21992391,0.218869964,0.217816018,0.216762072,0.215708126,0.21465418
