"male_60.hist","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"ABW",0.13591426,0.133377576,0.130840892,0.128304208,0.125767524,0.12323084,0.122057972,0.120885104,0.119712236,0.118539368,0.1173665,0.116172378,0.114978256,0.113784134,0.112590012,0.11139589,0.110522986,0.109650082,0.108777178,0.107904274,0.10703137,0.105902338,0.104773306,0.103644274,0.102515242,0.10138621,0.09978791,0.098189609,0.096591309,0.094993008,0.093394708,0.093088501,0.092782294,0.092476087,0.09216988,0.091863673,0.091554975,0.091246278,0.09093758,0.090628883,0.090320185,0.09021684,0.090113496,0.090010151,0.089906807,0.089803462,0.089476235,0.089149008,0.088821782,0.088494555,0.088167328,0.087467779,0.08676823,0.086068682,0.085369133,0.084669584,0.083879581,0.083089578,0.082299574,0.081509571,0.080719568,0.079929565,0.079139562,0.078349558,0.077559555,0.076769552
"AFG",0.27154705,0.26836693,0.26518681,0.26200669,0.25882657,0.25564645,0.25299075,0.25033505,0.24767935,0.24502365,0.24236795,0.239964418,0.237560886,0.235157354,0.232753822,0.23035029,0.228047826,0.225745362,0.223442898,0.221140434,0.21883797,0.21638098,0.21392399,0.211467,0.20901001,0.20655302,0.203722342,0.200891664,0.198060986,0.195230308,0.19239963,0.18917841,0.18595719,0.18273597,0.17951475,0.17629353,0.173691274,0.171089018,0.168486762,0.165884506,0.16328225,0.16175046,0.16021867,0.15868688,0.15715509,0.1556233,0.153850668,0.152078036,0.150305404,0.148532772,0.14676014,0.144726534,0.142692928,0.140659322,0.138625716,0.13659211,0.13516903,0.13374595,0.13232287,0.13089979,0.12947671,0.12805363,0.12663055,0.12520747,0.12378439,0.12236131
"AGO",0.23010461,0.2287574,0.22741019,0.22606298,0.22471577,0.22336856,0.221591796,0.219815032,0.218038268,0.216261504,0.21448474,0.212362768,0.210240796,0.208118824,0.205996852,0.20387488,0.20176902,0.19966316,0.1975573,0.19545144,0.19334558,0.191454712,0.189563844,0.187672976,0.185782108,0.18389124,0.18331552,0.1827398,0.18216408,0.18158836,0.18101264,0.180537424,0.180062208,0.179586992,0.179111776,0.17863656,0.178165448,0.177694336,0.177223224,0.176752112,0.176281,0.174039798,0.171798596,0.169557394,0.167316192,0.16507499,0.161257842,0.157440694,0.153623546,0.149806398,0.14598925,0.142513344,0.139037438,0.135561532,0.132085626,0.12860972,0.125824742,0.123039764,0.120254786,0.117469808,0.11468483,0.111899852,0.109114874,0.106329896,0.103544918,0.10075994
"ALB",0.10066026,0.097890767,0.095121274,0.092351782,0.089582289,0.086812796,0.083859612,0.080906427,0.077953243,0.075000058,0.072046874,0.073539882,0.07503289,0.076525897,0.078018905,0.079511913,0.081240657,0.082969402,0.084698146,0.086426891,0.088155635,0.087188552,0.086221469,0.085254387,0.084287304,0.083320221,0.083796254,0.084272286,0.084748319,0.085224351,0.085700384,0.084796655,0.083892925,0.082989196,0.082085466,0.081181737,0.082737221,0.084292705,0.08584819,0.087403674,0.088959158,0.088303641,0.087648124,0.086992608,0.086337091,0.085681574,0.081624906,0.077568237,0.073511569,0.0694549,0.065398232,0.06651167,0.067625107,0.068738545,0.069851982,0.07096542,0.068063363,0.065161306,0.062259249,0.059357192,0.056455135,0.053553078,0.050651021,0.047748964,0.044846907,0.04194485
"ARE",0.173668,0.1716872,0.1697064,0.1677256,0.1657448,0.163764,0.1618732,0.1599824,0.1580916,0.1562008,0.15431,0.1525058,0.1507016,0.1488974,0.1470932,0.145289,0.1435678,0.1418466,0.1401254,0.1384042,0.136683,0.135042,0.133401,0.13176,0.130119,0.128478,0.1269138,0.1253496,0.1237854,0.1222212,0.120657,0.1191672,0.1176774,0.1161876,0.1146978,0.113208,0.1117892,0.1103704,0.1089516,0.1075328,0.106114,0.1047622,0.1034104,0.1020586,0.1007068,0.099355,0.0980684,0.0967818,0.0954952,0.0942086,0.092922,0.0916988,0.0904756,0.0892524,0.0880292,0.086806,0.085392289,0.083978577,0.082564866,0.081151154,0.079737443,0.078323732,0.07691002,0.075496309,0.074082597,0.072668886
"ARG",0.14611,0.144156,0.142202,0.140248,0.138294,0.13634,0.137086,0.137832,0.138578,0.139324,0.14007,0.139956,0.139842,0.139728,0.139614,0.1395,0.138282,0.137064,0.135846,0.134628,0.13341,0.132222,0.131034,0.129846,0.128658,0.12747,0.125968,0.124466,0.122964,0.121462,0.11996,0.119366,0.118772,0.118178,0.117584,0.11699,0.115584,0.114178,0.112772,0.111366,0.10996,0.108286,0.106612,0.104938,0.103264,0.10159,0.100978,0.100366,0.099754,0.099142,0.09853,0.097277678,0.096025356,0.094773034,0.093520712,0.09226839,0.09118229,0.090096191,0.089010091,0.087923992,0.086837892,0.085751792,0.084665693,0.083579593,0.082493494,0.081407394
"ARM",0.14790408,0.14542818,0.14295228,0.14047638,0.13800048,0.13552458,0.133109218,0.130693856,0.128278494,0.125863132,0.12344777,0.12086321,0.11827865,0.11569409,0.11310953,0.11052497,0.108890452,0.107255934,0.105621416,0.103986898,0.10235238,0.103362776,0.104373172,0.105383568,0.106393964,0.10740436,0.107481762,0.107559164,0.107636566,0.107713968,0.10779137,0.111048444,0.114305518,0.117562592,0.120819666,0.12407674,0.127146,0.13021526,0.13328452,0.13635378,0.13942304,0.137239118,0.135055196,0.132871274,0.130687352,0.12850343,0.125993076,0.123482722,0.120972368,0.118462014,0.11595166,0.114769438,0.113587216,0.112404994,0.111222772,0.11004055,0.111107226,0.112173902,0.113240578,0.114307254,0.11537393,0.116440606,0.117507282,0.118573958,0.119640634,0.12070731
"ATG",0.18456135,0.181901302,0.179241254,0.176581206,0.173921158,0.17126111,0.168534254,0.165807398,0.163080542,0.160353686,0.15762683,0.15488373,0.15214063,0.14939753,0.14665443,0.14391133,0.141388828,0.138866326,0.136343824,0.133821322,0.13129882,0.128983584,0.126668348,0.124353112,0.122037876,0.11972264,0.117597042,0.115471444,0.113345846,0.111220248,0.10909465,0.10714887,0.10520309,0.10325731,0.10131153,0.09936575,0.097585008,0.095804266,0.094023524,0.092242782,0.09046204,0.088834686,0.087207332,0.085579978,0.083952624,0.08232527,0.080836702,0.079348134,0.077859566,0.076370998,0.07488243,0.073525434,0.072168438,0.070811442,0.069454446,0.06809745,0.067313524,0.066529598,0.065745672,0.064961746,0.06417782,0.063393894,0.062609968,0.061826042,0.061042116,0.06025819
"AUS",0.12946926,0.128628546,0.127787832,0.126947118,0.126106404,0.12526569,0.125986966,0.126708242,0.127429518,0.128150794,0.12887207,0.129349862,0.129827654,0.130305446,0.130783238,0.13126103,0.129598512,0.127935994,0.126273476,0.124610958,0.12294844,0.11967695,0.11640546,0.11313397,0.10986248,0.10659099,0.104036769,0.101482547,0.098928326,0.096374104,0.093819883,0.091703413,0.089586944,0.087470474,0.085354005,0.083237535,0.080695573,0.078153611,0.075611649,0.073069687,0.070527725,0.068154864,0.065782003,0.063409141,0.06103628,0.058663419,0.056609994,0.054556569,0.052503143,0.050449718,0.048396293,0.047123174,0.045850054,0.044576935,0.043303815,0.042030696,0.041315221,0.040599747,0.039884272,0.039168798,0.038453323,0.037737848,0.037022374,0.036306899,0.035591425,0.03487595
"AUT",0.12830444,0.12894808,0.12959172,0.13023536,0.130879,0.13152264,0.13175863,0.13199462,0.13223061,0.1324666,0.13270259,0.13234106,0.13197953,0.131618,0.13125647,0.13089494,0.128312744,0.125730548,0.123148352,0.120566156,0.11798396,0.115774718,0.113565476,0.111356234,0.109146992,0.10693775,0.10630181,0.10566587,0.10502993,0.10439399,0.10375805,0.10206563,0.100373209,0.098680789,0.096988368,0.095295948,0.094025447,0.092754947,0.091484446,0.090213946,0.088943445,0.086338212,0.083732979,0.081127745,0.078522512,0.075917279,0.073320785,0.070724291,0.068127796,0.065531302,0.062934808,0.06257841,0.062222013,0.061865615,0.061509218,0.06115282,0.060541056,0.059929292,0.059317528,0.058705764,0.058094,0.057482236,0.056870472,0.056258708,0.055646944,0.05503518
"AZE",0.13365816,0.131931326,0.130204492,0.128477658,0.126750824,0.12502399,0.125244582,0.125465174,0.125685766,0.125906358,0.12612695,0.126346332,0.126565714,0.126785096,0.127004478,0.12722386,0.12744196,0.12766006,0.12787816,0.12809626,0.12831436,0.128527238,0.128740116,0.128952994,0.129165872,0.12937875,0.129592438,0.129806126,0.130019814,0.130233502,0.13044719,0.130663826,0.130880462,0.131097098,0.131313734,0.13153037,0.133580744,0.135631118,0.137681492,0.139731866,0.14178224,0.140004946,0.138227652,0.136450358,0.134673064,0.13289577,0.130518304,0.128140838,0.125763372,0.123385906,0.12100844,0.119671556,0.118334672,0.116997788,0.115660904,0.11432402,0.112635068,0.110946116,0.109257164,0.107568212,0.10587926,0.104190308,0.102501356,0.100812404,0.099123452,0.0974345
"BDI",0.18846965,0.187025894,0.185582138,0.184138382,0.182694626,0.18125087,0.179855732,0.178460594,0.177065456,0.175670318,0.17427518,0.172947214,0.171619248,0.170291282,0.168963316,0.16763535,0.167013756,0.166392162,0.165770568,0.165148974,0.16452738,0.162569774,0.160612168,0.158654562,0.156696956,0.15473935,0.15377452,0.15280969,0.15184486,0.15088003,0.1499152,0.14910686,0.14829852,0.14749018,0.14668184,0.1458735,0.147049058,0.148224616,0.149400174,0.150575732,0.15175129,0.149269222,0.146787154,0.144305086,0.141823018,0.13934095,0.13832144,0.13730193,0.13628242,0.13526291,0.1342434,0.13301072,0.13177804,0.13054536,0.12931268,0.12808,0.12688129,0.12568258,0.12448387,0.12328516,0.12208645,0.12088774,0.11968903,0.11849032,0.11729161,0.1160929
"BEL",0.12392413,0.123813762,0.123703394,0.123593026,0.123482658,0.12337229,0.124583002,0.125793714,0.127004426,0.128215138,0.12942585,0.129850536,0.130275222,0.130699908,0.131124594,0.13154928,0.13011817,0.12868706,0.12725595,0.12582484,0.12439373,0.122426646,0.120459562,0.118492478,0.116525394,0.11455831,0.112507962,0.110457614,0.108407266,0.106356918,0.10430657,0.101899647,0.099492725,0.097085802,0.09467888,0.092271957,0.089853071,0.087434186,0.0850153,0.082596415,0.080177529,0.078315004,0.07645248,0.074589955,0.072727431,0.070864906,0.069711989,0.068559073,0.067406156,0.06625324,0.065100323,0.064435072,0.063769821,0.06310457,0.062439319,0.061774068,0.060806334,0.059838599,0.058870865,0.05790313,0.056935396,0.055967662,0.054999927,0.054032193,0.053064458,0.052096724
